id,event_type,employee_id,message,details,timestamp,location_id,location_name,export_timestamp
111,clock_out,12.0,Lisa Thompson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.140080"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.140351,3,West Coast Office,2025-08-06T10:22:21.165742
112,clock_in,12.0,Lisa Thompson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.147213"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.147472,3,West Coast Office,2025-08-06T10:22:21.165742
113,clock_out,12.0,Lisa Thompson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.154344"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.154628,3,West Coast Office,2025-08-06T10:22:21.165742
114,employee_registered,13.0,New employee James Wilson registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.161746"", ""department"": ""Engineering"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.162017,3,West Coast Office,2025-08-06T10:22:21.165742
115,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.168872"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.169105,3,West Coast Office,2025-08-06T10:22:21.165742
116,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.176021"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.176340,3,West Coast Office,2025-08-06T10:22:21.165742
117,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.187277"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.187569,3,West Coast Office,2025-08-06T10:22:21.165742
118,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.194601"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.194937,3,West Coast Office,2025-08-06T10:22:21.165742
119,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.201923"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.202166,3,West Coast Office,2025-08-06T10:22:21.165742
120,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.208988"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.209278,3,West Coast Office,2025-08-06T10:22:21.165742
121,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.216271"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.216542,3,West Coast Office,2025-08-06T10:22:21.165742
122,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.223462"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.223765,3,West Coast Office,2025-08-06T10:22:21.165742
123,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.230617"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.230926,3,West Coast Office,2025-08-06T10:22:21.165742
124,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.237647"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.237933,3,West Coast Office,2025-08-06T10:22:21.165742
125,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.244783"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.245064,3,West Coast Office,2025-08-06T10:22:21.165742
126,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.251909"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.252143,3,West Coast Office,2025-08-06T10:22:21.165742
127,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.259095"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.259390,3,West Coast Office,2025-08-06T10:22:21.165742
128,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.266229"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.266487,3,West Coast Office,2025-08-06T10:22:21.165742
136,employee_registered,15.0,New employee Robert Kim registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.324277"", ""department"": ""Sales"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.324561,3,West Coast Office,2025-08-06T10:22:21.165742
137,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.331499"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.331764,3,West Coast Office,2025-08-06T10:22:21.165742
138,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.338745"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.339008,3,West Coast Office,2025-08-06T10:22:21.165742
139,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.345739"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.346010,3,West Coast Office,2025-08-06T10:22:21.165742
140,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.352929"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.353182,3,West Coast Office,2025-08-06T10:22:21.165742
141,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.360115"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.360386,3,West Coast Office,2025-08-06T10:22:21.165742
142,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.367199"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.367440,3,West Coast Office,2025-08-06T10:22:21.165742
143,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.374156"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.374411,3,West Coast Office,2025-08-06T10:22:21.165742
144,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.381408"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.381681,3,West Coast Office,2025-08-06T10:22:21.165742
145,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.388816"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.389115,3,West Coast Office,2025-08-06T10:22:21.165742
146,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.395794"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.396064,3,West Coast Office,2025-08-06T10:22:21.165742
147,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.402793"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.403038,3,West Coast Office,2025-08-06T10:22:21.165742
148,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.410376"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.410737,3,West Coast Office,2025-08-06T10:22:21.165742
189,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:30:58.347415"", ""time_log_id"": 162}",2025-08-05 17:30:58.359582,3,West Coast Office,2025-08-06T10:22:21.165742
190,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:31:12.785755"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:31:12.803215,3,West Coast Office,2025-08-06T10:22:21.165742
191,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:32:45.852897"", ""time_log_id"": 162}",2025-08-05 17:32:45.866296,3,West Coast Office,2025-08-06T10:22:21.165742
192,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:33:06.853754"", ""time_log_id"": 162, ""duration_hours"": ""0.01""}",2025-08-05 17:33:06.867212,3,West Coast Office,2025-08-06T10:22:21.165742
193,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:43:23.050714"", ""time_log_id"": 162}",2025-08-05 17:43:23.064584,3,West Coast Office,2025-08-06T10:22:21.165742
194,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:43:28.887699"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:43:28.907177,3,West Coast Office,2025-08-06T10:22:21.165742
195,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:49:52.316459"", ""time_log_id"": 162}",2025-08-05 17:49:52.327412,3,West Coast Office,2025-08-06T10:22:21.165742
196,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:50:02.103909"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:50:02.132672,3,West Coast Office,2025-08-06T10:22:21.165742
205,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:44:11.522389"", ""time_log_id"": 162}",2025-08-05 18:44:11.535187,3,West Coast Office,2025-08-06T10:22:21.165742
206,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:44:14.992062"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:44:15.007907,3,West Coast Office,2025-08-06T10:22:21.165742
207,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:49:25.419012"", ""time_log_id"": 162}",2025-08-05 18:49:25.426711,3,West Coast Office,2025-08-06T10:22:21.165742
208,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:49:39.671621"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:49:39.681697,3,West Coast Office,2025-08-06T10:22:21.165742
209,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:57:27.150160"", ""time_log_id"": 162}",2025-08-05 18:57:27.166267,3,West Coast Office,2025-08-06T10:22:21.165742
210,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:57:32.275726"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:57:32.291740,3,West Coast Office,2025-08-06T10:22:21.165742
211,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T12:05:11.437071"", ""time_log_id"": 162}",2025-08-05 19:05:11.448755,3,West Coast Office,2025-08-06T10:22:21.165742
212,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T12:05:13.524262"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 19:05:13.539509,3,West Coast Office,2025-08-06T10:22:21.165742
