id,event_type,employee_id,message,details,timestamp,location_id,location_name,export_timestamp
93,clock_out,10.0,Sarah Chen clocked out,"{""timestamp"": ""2025-08-04T11:57:39.006523"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.006793,1,Main Office,2025-08-06T10:22:21.152541
94,clock_in,10.0,Sarah Chen clocked in,"{""timestamp"": ""2025-08-04T11:57:39.014128"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.014408,1,Main Office,2025-08-06T10:22:21.152541
95,clock_out,10.0,Sarah Chen clocked out,"{""timestamp"": ""2025-08-04T11:57:39.021261"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.021581,1,Main Office,2025-08-06T10:22:21.152541
129,employee_registered,14.0,New employee Emily Davis registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.273187"", ""department"": ""Marketing"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.273474,1,Main Office,2025-08-06T10:22:21.152541
130,clock_in,14.0,Emily Davis clocked in,"{""timestamp"": ""2025-08-04T11:57:39.280447"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.280709,1,Main Office,2025-08-06T10:22:21.152541
131,clock_out,14.0,Emily Davis clocked out,"{""timestamp"": ""2025-08-04T11:57:39.287604"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.287973,1,Main Office,2025-08-06T10:22:21.152541
132,clock_in,14.0,Emily Davis clocked in,"{""timestamp"": ""2025-08-04T11:57:39.295048"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.295332,1,Main Office,2025-08-06T10:22:21.152541
133,clock_out,14.0,Emily Davis clocked out,"{""timestamp"": ""2025-08-04T11:57:39.302250"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.302514,1,Main Office,2025-08-06T10:22:21.152541
134,clock_in,14.0,Emily Davis clocked in,"{""timestamp"": ""2025-08-04T11:57:39.309638"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.309925,1,Main Office,2025-08-06T10:22:21.152541
135,clock_out,14.0,Emily Davis clocked out,"{""timestamp"": ""2025-08-04T11:57:39.317058"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.317329,1,Main Office,2025-08-06T10:22:21.152541
162,employee_registered,17.0,New employee David Martinez registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.512970"", ""department"": ""Marketing"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.513244,1,Main Office,2025-08-06T10:22:21.152541
163,clock_in,17.0,David Martinez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.520040"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.520281,1,Main Office,2025-08-06T10:22:21.152541
164,clock_out,17.0,David Martinez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.527064"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.527361,1,Main Office,2025-08-06T10:22:21.152541
165,clock_in,17.0,David Martinez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.534131"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.534389,1,Main Office,2025-08-06T10:22:21.152541
166,clock_out,17.0,David Martinez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.541376"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.541655,1,Main Office,2025-08-06T10:22:21.152541
167,clock_in,17.0,David Martinez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.548748"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.549023,1,Main Office,2025-08-06T10:22:21.152541
168,clock_out,17.0,David Martinez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.556708"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.557013,1,Main Office,2025-08-06T10:22:21.152541
169,clock_in,17.0,David Martinez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.564043"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.564339,1,Main Office,2025-08-06T10:22:21.152541
170,clock_out,17.0,David Martinez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.571343"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.571632,1,Main Office,2025-08-06T10:22:21.152541
171,clock_in,17.0,David Martinez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.578598"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.578923,1,Main Office,2025-08-06T10:22:21.152541
172,clock_out,17.0,David Martinez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.586094"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.586391,1,Main Office,2025-08-06T10:22:21.152541
149,employee_registered,16.0,New employee Jennifer Lee registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.417458"", ""department"": ""Engineering"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.417700,2,Branch Office,2025-08-06T10:22:21.159419
150,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.424553"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.424864,2,Branch Office,2025-08-06T10:22:21.159419
151,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.431781"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.432133,2,Branch Office,2025-08-06T10:22:21.159419
152,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.438993"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.439256,2,Branch Office,2025-08-06T10:22:21.159419
153,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.446152"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.446503,2,Branch Office,2025-08-06T10:22:21.159419
154,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.453552"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.453833,2,Branch Office,2025-08-06T10:22:21.159419
155,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.460906"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.461245,2,Branch Office,2025-08-06T10:22:21.159419
156,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.468572"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.468846,2,Branch Office,2025-08-06T10:22:21.159419
157,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.475768"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.476085,2,Branch Office,2025-08-06T10:22:21.159419
158,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.483018"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.483288,2,Branch Office,2025-08-06T10:22:21.159419
159,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.490594"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.490873,2,Branch Office,2025-08-06T10:22:21.159419
160,clock_in,16.0,Jennifer Lee clocked in,"{""timestamp"": ""2025-08-04T11:57:39.498187"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.498471,2,Branch Office,2025-08-06T10:22:21.159419
161,clock_out,16.0,Jennifer Lee clocked out,"{""timestamp"": ""2025-08-04T11:57:39.505562"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.505833,2,Branch Office,2025-08-06T10:22:21.159419
31,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-13T23:31:02.607214"", ""time_log_id"": 60}",2025-07-14 06:31:02.641811,3,West Coast Office,2025-08-06T10:22:21.165742
32,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-13T23:31:20.141544"", ""time_log_id"": 61}",2025-07-14 06:31:20.161246,3,West Coast Office,2025-08-06T10:22:21.165742
33,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-13T23:32:09.320148"", ""time_log_id"": 62}",2025-07-14 06:32:09.336122,3,West Coast Office,2025-08-06T10:22:21.165742
34,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-14T08:18:56.367695"", ""time_log_id"": 63}",2025-07-14 15:18:56.391564,3,West Coast Office,2025-08-06T10:22:21.165742
35,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-14T08:19:07.909363"", ""time_log_id"": 64}",2025-07-14 15:19:07.938238,3,West Coast Office,2025-08-06T10:22:21.165742
36,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-14T08:19:38.936166"", ""time_log_id"": 65}",2025-07-14 15:19:38.952542,3,West Coast Office,2025-08-06T10:22:21.165742
37,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-14T08:19:49.528944"", ""time_log_id"": 66}",2025-07-14 15:19:49.549505,3,West Coast Office,2025-08-06T10:22:21.165742
38,clock_in,9.0,Demo User clocked in,"{""timestamp"": ""2025-07-14T08:21:50.197553"", ""time_log_id"": 67}",2025-07-14 15:21:50.217590,3,West Coast Office,2025-08-06T10:22:21.165742
39,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-14T08:41:01.172719"", ""time_log_id"": 68}",2025-07-14 15:41:01.189984,3,West Coast Office,2025-08-06T10:22:21.165742
40,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-14T08:41:12.361132"", ""time_log_id"": 69}",2025-07-14 15:41:12.385277,3,West Coast Office,2025-08-06T10:22:21.165742
41,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-14T08:41:25.079133"", ""time_log_id"": 70}",2025-07-14 15:41:25.095688,3,West Coast Office,2025-08-06T10:22:21.165742
42,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-14T08:42:12.147969"", ""time_log_id"": 71}",2025-07-14 15:42:12.200922,3,West Coast Office,2025-08-06T10:22:21.165742
43,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-15T10:15:35.815651"", ""time_log_id"": 36}",2025-07-15 17:15:35.837077,3,West Coast Office,2025-08-06T10:22:21.165742
44,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-07-15T10:17:04.543387"", ""time_log_id"": 36, ""duration_hours"": ""0.02""}",2025-07-15 17:17:04.561422,3,West Coast Office,2025-08-06T10:22:21.165742
45,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-15T10:19:45.430929"", ""time_log_id"": 36}",2025-07-15 17:19:45.452260,3,West Coast Office,2025-08-06T10:22:21.165742
46,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-07-15T10:19:46.605902"", ""time_log_id"": 36, ""duration_hours"": ""0.00""}",2025-07-15 17:19:46.629674,3,West Coast Office,2025-08-06T10:22:21.165742
47,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-15T10:34:52.358479"", ""time_log_id"": 36}",2025-07-15 17:34:52.402290,3,West Coast Office,2025-08-06T10:22:21.165742
48,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-07-15T10:34:53.764597"", ""time_log_id"": 36, ""duration_hours"": ""0.00""}",2025-07-15 17:34:53.796851,3,West Coast Office,2025-08-06T10:22:21.165742
49,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-07-15T10:39:09.704379"", ""time_log_id"": 36}",2025-07-15 17:39:09.751088,3,West Coast Office,2025-08-06T10:22:21.165742
50,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-07-15T10:39:37.031856"", ""time_log_id"": 36, ""duration_hours"": ""0.01""}",2025-07-15 17:39:37.058983,3,West Coast Office,2025-08-06T10:22:21.165742
68,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-01T11:12:18.928482"", ""time_log_id"": 71}",2025-08-01 18:12:18.939332,3,West Coast Office,2025-08-06T10:22:21.165742
69,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-01T11:12:25.017928"", ""time_log_id"": 71, ""duration_hours"": ""0.00""}",2025-08-01 18:12:25.030312,3,West Coast Office,2025-08-06T10:22:21.165742
96,employee_registered,11.0,New employee Michael Rodriguez registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.028725"", ""department"": ""Engineering"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.029002,3,West Coast Office,2025-08-06T10:22:21.165742
97,clock_in,11.0,Michael Rodriguez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.035750"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.036003,3,West Coast Office,2025-08-06T10:22:21.165742
98,clock_out,11.0,Michael Rodriguez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.046259"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.046539,3,West Coast Office,2025-08-06T10:22:21.165742
99,clock_in,11.0,Michael Rodriguez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.053407"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.053666,3,West Coast Office,2025-08-06T10:22:21.165742
100,clock_out,11.0,Michael Rodriguez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.060767"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.061084,3,West Coast Office,2025-08-06T10:22:21.165742
101,clock_in,11.0,Michael Rodriguez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.068241"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.068527,3,West Coast Office,2025-08-06T10:22:21.165742
102,clock_out,11.0,Michael Rodriguez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.075344"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.075622,3,West Coast Office,2025-08-06T10:22:21.165742
103,clock_in,11.0,Michael Rodriguez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.082538"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.082812,3,West Coast Office,2025-08-06T10:22:21.165742
104,clock_out,11.0,Michael Rodriguez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.089693"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.089989,3,West Coast Office,2025-08-06T10:22:21.165742
105,clock_in,11.0,Michael Rodriguez clocked in,"{""timestamp"": ""2025-08-04T11:57:39.096775"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.097047,3,West Coast Office,2025-08-06T10:22:21.165742
106,clock_out,11.0,Michael Rodriguez clocked out,"{""timestamp"": ""2025-08-04T11:57:39.104055"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.104309,3,West Coast Office,2025-08-06T10:22:21.165742
107,employee_registered,12.0,New employee Lisa Thompson registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.111142"", ""department"": ""Sales"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.111429,3,West Coast Office,2025-08-06T10:22:21.165742
108,clock_in,12.0,Lisa Thompson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.118522"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.118785,3,West Coast Office,2025-08-06T10:22:21.165742
109,clock_out,12.0,Lisa Thompson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.125787"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.126084,3,West Coast Office,2025-08-06T10:22:21.165742
110,clock_in,12.0,Lisa Thompson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.133144"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.133397,3,West Coast Office,2025-08-06T10:22:21.165742
111,clock_out,12.0,Lisa Thompson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.140080"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.140351,3,West Coast Office,2025-08-06T10:22:21.165742
112,clock_in,12.0,Lisa Thompson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.147213"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.147472,3,West Coast Office,2025-08-06T10:22:21.165742
113,clock_out,12.0,Lisa Thompson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.154344"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.154628,3,West Coast Office,2025-08-06T10:22:21.165742
114,employee_registered,13.0,New employee James Wilson registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.161746"", ""department"": ""Engineering"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.162017,3,West Coast Office,2025-08-06T10:22:21.165742
115,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.168872"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.169105,3,West Coast Office,2025-08-06T10:22:21.165742
116,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.176021"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.176340,3,West Coast Office,2025-08-06T10:22:21.165742
117,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.187277"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.187569,3,West Coast Office,2025-08-06T10:22:21.165742
118,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.194601"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.194937,3,West Coast Office,2025-08-06T10:22:21.165742
119,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.201923"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.202166,3,West Coast Office,2025-08-06T10:22:21.165742
120,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.208988"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.209278,3,West Coast Office,2025-08-06T10:22:21.165742
121,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.216271"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.216542,3,West Coast Office,2025-08-06T10:22:21.165742
122,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.223462"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.223765,3,West Coast Office,2025-08-06T10:22:21.165742
123,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.230617"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.230926,3,West Coast Office,2025-08-06T10:22:21.165742
124,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.237647"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.237933,3,West Coast Office,2025-08-06T10:22:21.165742
125,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.244783"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.245064,3,West Coast Office,2025-08-06T10:22:21.165742
126,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.251909"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.252143,3,West Coast Office,2025-08-06T10:22:21.165742
127,clock_in,13.0,James Wilson clocked in,"{""timestamp"": ""2025-08-04T11:57:39.259095"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.259390,3,West Coast Office,2025-08-06T10:22:21.165742
128,clock_out,13.0,James Wilson clocked out,"{""timestamp"": ""2025-08-04T11:57:39.266229"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.266487,3,West Coast Office,2025-08-06T10:22:21.165742
136,employee_registered,15.0,New employee Robert Kim registered successfully,"{""timestamp"": ""2025-08-04T11:57:39.324277"", ""department"": ""Sales"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.324561,3,West Coast Office,2025-08-06T10:22:21.165742
137,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.331499"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.331764,3,West Coast Office,2025-08-06T10:22:21.165742
138,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.338745"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.339008,3,West Coast Office,2025-08-06T10:22:21.165742
139,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.345739"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.346010,3,West Coast Office,2025-08-06T10:22:21.165742
140,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.352929"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.353182,3,West Coast Office,2025-08-06T10:22:21.165742
141,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.360115"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.360386,3,West Coast Office,2025-08-06T10:22:21.165742
142,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.367199"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.367440,3,West Coast Office,2025-08-06T10:22:21.165742
143,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.374156"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.374411,3,West Coast Office,2025-08-06T10:22:21.165742
144,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.381408"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.381681,3,West Coast Office,2025-08-06T10:22:21.165742
145,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.388816"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.389115,3,West Coast Office,2025-08-06T10:22:21.165742
146,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.395794"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.396064,3,West Coast Office,2025-08-06T10:22:21.165742
147,clock_in,15.0,Robert Kim clocked in,"{""timestamp"": ""2025-08-04T11:57:39.402793"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.403038,3,West Coast Office,2025-08-06T10:22:21.165742
148,clock_out,15.0,Robert Kim clocked out,"{""timestamp"": ""2025-08-04T11:57:39.410376"", ""source"": ""new_employee_script""}",2025-08-04 18:57:39.410737,3,West Coast Office,2025-08-06T10:22:21.165742
189,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:30:58.347415"", ""time_log_id"": 162}",2025-08-05 17:30:58.359582,3,West Coast Office,2025-08-06T10:22:21.165742
190,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:31:12.785755"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:31:12.803215,3,West Coast Office,2025-08-06T10:22:21.165742
191,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:32:45.852897"", ""time_log_id"": 162}",2025-08-05 17:32:45.866296,3,West Coast Office,2025-08-06T10:22:21.165742
192,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:33:06.853754"", ""time_log_id"": 162, ""duration_hours"": ""0.01""}",2025-08-05 17:33:06.867212,3,West Coast Office,2025-08-06T10:22:21.165742
193,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:43:23.050714"", ""time_log_id"": 162}",2025-08-05 17:43:23.064584,3,West Coast Office,2025-08-06T10:22:21.165742
194,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:43:28.887699"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:43:28.907177,3,West Coast Office,2025-08-06T10:22:21.165742
195,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T10:49:52.316459"", ""time_log_id"": 162}",2025-08-05 17:49:52.327412,3,West Coast Office,2025-08-06T10:22:21.165742
196,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T10:50:02.103909"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 17:50:02.132672,3,West Coast Office,2025-08-06T10:22:21.165742
205,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:44:11.522389"", ""time_log_id"": 162}",2025-08-05 18:44:11.535187,3,West Coast Office,2025-08-06T10:22:21.165742
206,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:44:14.992062"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:44:15.007907,3,West Coast Office,2025-08-06T10:22:21.165742
207,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:49:25.419012"", ""time_log_id"": 162}",2025-08-05 18:49:25.426711,3,West Coast Office,2025-08-06T10:22:21.165742
208,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:49:39.671621"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:49:39.681697,3,West Coast Office,2025-08-06T10:22:21.165742
209,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T11:57:27.150160"", ""time_log_id"": 162}",2025-08-05 18:57:27.166267,3,West Coast Office,2025-08-06T10:22:21.165742
210,clock_out,9.0,Arnav Mehta clocked out,"{""timestamp"": ""2025-08-05T11:57:32.275726"", ""time_log_id"": 162, ""duration_hours"": ""0.00""}",2025-08-05 18:57:32.291740,3,West Coast Office,2025-08-06T10:22:21.165742
211,clock_in,9.0,Arnav Mehta clocked in,"{""timestamp"": ""2025-08-05T12:05:11.437071"", ""time_log_id"": 162}",2025-08-05 19:05:11.448755,3,West Coast Office,2025-08-06T10:22:21.165742
