id,employee_id,clock_in,clock_out,date,duration_hours,status,notes,created_at,updated_at,location_id,location_name,export_timestamp
95,4,2025-08-02 10:16:00.000000,2025-08-02 18:37:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:53:31.770822,2025-08-04 18:53:31.770825,3,West Coast Office,2025-08-06T10:22:21.163788
104,9,2025-08-04 10:48:00.000000,2025-08-04 17:01:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:53:31.868435,2025-08-04 18:53:31.868438,3,West Coast Office,2025-08-06T10:22:21.163788
105,9,2025-08-03 08:48:00.000000,2025-08-03 16:58:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:53:31.876392,2025-08-04 18:53:31.876395,3,West Coast Office,2025-08-06T10:22:21.163788
106,9,2025-08-02 09:43:00.000000,2025-08-02 18:25:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:53:31.884862,2025-08-04 18:53:31.884864,3,West Coast Office,2025-08-06T10:22:21.163788
107,9,2025-07-31 08:56:00.000000,2025-07-31 16:40:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:53:31.893651,2025-08-04 18:53:31.893654,3,West Coast Office,2025-08-06T10:22:21.163788
113,11,2025-08-04 08:13:00.000000,2025-08-04 17:46:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.584031,2025-08-04 18:57:38.584037,3,West Coast Office,2025-08-06T10:22:21.163788
114,11,2025-08-03 10:02:00.000000,2025-08-03 16:35:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.596523,2025-08-04 18:57:38.596526,3,West Coast Office,2025-08-06T10:22:21.163788
115,11,2025-08-02 09:53:00.000000,2025-08-02 18:11:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.605537,2025-08-04 18:57:38.605541,3,West Coast Office,2025-08-06T10:22:21.163788
116,11,2025-08-01 10:27:00.000000,2025-08-01 16:43:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.614742,2025-08-04 18:57:38.614746,3,West Coast Office,2025-08-06T10:22:21.163788
117,11,2025-07-31 08:20:00.000000,2025-07-31 17:02:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.623792,2025-08-04 18:57:38.623796,3,West Coast Office,2025-08-06T10:22:21.163788
118,12,2025-08-04 10:35:00.000000,2025-08-04 18:37:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.633477,2025-08-04 18:57:38.633481,3,West Coast Office,2025-08-06T10:22:21.163788
119,12,2025-08-03 08:39:00.000000,2025-08-03 17:56:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.642145,2025-08-04 18:57:38.642148,3,West Coast Office,2025-08-06T10:22:21.163788
120,12,2025-08-02 10:44:00.000000,2025-08-02 16:35:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.650442,2025-08-04 18:57:38.650445,3,West Coast Office,2025-08-06T10:22:21.163788
121,12,2025-08-01 10:44:00.000000,2025-08-01 18:26:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.659081,2025-08-04 18:57:38.659084,3,West Coast Office,2025-08-06T10:22:21.163788
122,12,2025-07-31 10:56:00.000000,2025-07-31 18:19:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.666952,2025-08-04 18:57:38.666955,3,West Coast Office,2025-08-06T10:22:21.163788
123,12,2025-07-30 11:41:00.000000,2025-07-30 16:28:00.000000,2025-07-30 00:00:00.000000,,completed,,2025-08-04 18:57:38.676078,2025-08-04 18:57:38.676085,3,West Coast Office,2025-08-06T10:22:21.163788
124,12,2025-07-29 09:49:00.000000,2025-07-29 16:44:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-08-04 18:57:38.684271,2025-08-04 18:57:38.684275,3,West Coast Office,2025-08-06T10:22:21.163788
125,13,2025-08-04 08:08:00.000000,2025-08-04 18:35:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.692513,2025-08-04 18:57:38.692517,3,West Coast Office,2025-08-06T10:22:21.163788
126,13,2025-08-03 09:16:00.000000,2025-08-03 17:42:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.700787,2025-08-04 18:57:38.700790,3,West Coast Office,2025-08-06T10:22:21.163788
127,13,2025-08-02 08:01:00.000000,2025-08-02 17:58:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.708627,2025-08-04 18:57:38.708630,3,West Coast Office,2025-08-06T10:22:21.163788
128,13,2025-08-01 10:22:00.000000,2025-08-01 17:16:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.717168,2025-08-04 18:57:38.717172,3,West Coast Office,2025-08-06T10:22:21.163788
129,13,2025-07-31 08:10:00.000000,2025-07-31 16:13:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.725822,2025-08-04 18:57:38.725825,3,West Coast Office,2025-08-06T10:22:21.163788
130,13,2025-07-29 10:51:00.000000,2025-07-29 15:40:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-08-04 18:57:38.734784,2025-08-04 18:57:38.734788,3,West Coast Office,2025-08-06T10:22:21.163788
137,15,2025-08-04 08:40:00.000000,2025-08-04 17:22:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.791785,2025-08-04 18:57:38.791788,3,West Coast Office,2025-08-06T10:22:21.163788
138,15,2025-08-03 09:48:00.000000,2025-08-03 17:27:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.800121,2025-08-04 18:57:38.800124,3,West Coast Office,2025-08-06T10:22:21.163788
139,15,2025-08-02 09:50:00.000000,2025-08-02 18:59:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.808023,2025-08-04 18:57:38.808051,3,West Coast Office,2025-08-06T10:22:21.163788
140,15,2025-08-01 10:06:00.000000,2025-08-01 18:06:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.816974,2025-08-04 18:57:38.816977,3,West Coast Office,2025-08-06T10:22:21.163788
141,15,2025-07-31 10:21:00.000000,2025-07-31 18:05:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.825071,2025-08-04 18:57:38.825078,3,West Coast Office,2025-08-06T10:22:21.163788
154,1,2025-08-05 09:00:00.000000,2025-08-05 17:30:00.000000,2025-08-05 00:00:00.000000,,completed,,2025-08-05 17:19:03.199362,2025-08-05 17:19:03.199365,3,West Coast Office,2025-08-06T10:22:21.163788
157,4,2025-08-05 08:46:00.000000,2025-08-05 17:21:00.000000,2025-08-05 00:00:00.000000,,completed,,2025-08-05 17:19:03.848519,2025-08-05 17:19:03.848522,3,West Coast Office,2025-08-06T10:22:21.163788
162,9,2025-08-05 12:05:11.437071,2025-08-05 12:05:13.524262,2025-08-05 00:00:00.000000,0.00,completed,,2025-08-05 19:05:11.437391,2025-08-05 19:05:13.529557,3,West Coast Office,2025-08-06T10:22:21.163788
